District,District_Code,Total_Beneficiaries,Sanctioned_Amount,Request_ID,Request_Date,Year,Requested_Amount,Granted_Amount,Request_Status,District_Population,Scheme_Name,Applicant_Income_Bracket,Application_Channel,Officer_Review_Score,Processing_Time_Days
Dibrugarh,D002,2766,3302604,REQ01063,2022-12-25,2022,16306,16306,Approved,541287,NSAP,Middle,Offline,8.3,23
Hailakandi,D014,4000,4696000,REQ01064,2019-02-16,2019,49121,9629,Rejected,800462,PMGSY,Low,Online,2.52,56
Kokrajhar,D017,4784,6233552,REQ01065,2023-08-29,2023,3080,3080,Approved,1463946,NSAP,BPL,Online,5.28,54
Lakhimpur,D018,3924,2636928,REQ01066,2023-01-02,2023,8581,1973,Rejected,914847,MGNREGA,Low,Online,3.76,49
Nagaon,D003,964,910980,REQ01067,2018-04-30,2018,11501,3141,Rejected,1280572,NRLM,Low,Online,3.41,43
Karimganj,D016,1108,1308548,REQ01068,2019-07-11,2019,36031,36031,Approved,1595869,NSAP,Middle,Online,8.32,56
Jorhat,D008,4818,6186312,REQ01069,2018-09-22,2018,43204,43204,Approved,1800758,NSAP,Low,CSC,5.06,42
Lakhimpur,D018,3679,4882033,REQ01070,2020-08-13,2020,15650,15650,Approved,567758,PMAY,Low,Offline,6.69,8
Nagaon,D003,2887,3631846,REQ01071,2020-02-10,2020,49799,49799,Approved,734427,PMGSY,BPL,Offline,5.91,55
Bongaigaon,D011,3214,3503260,REQ01072,2018-01-07,2018,21368,21368,Approved,996320,PMGSY,BPL,CSC,6.95,55
Goalpara,D013,3570,2952390,REQ01073,2022-02-04,2022,45518,45518,Approved,1131729,PMGSY,BPL,CSC,6.15,7
Goalpara,D013,175,183925,REQ01074,2023-03-02,2023,21704,4863,Rejected,2111698,MGNREGA,BPL,Offline,3.43,10
Nalbari,D020,2421,1571229,REQ01075,2018-05-21,2018,40248,40248,Approved,717845,NRLM,Low,CSC,7.99,18
Morigaon,D019,4018,4604628,REQ01076,2020-06-02,2020,33441,33441,Approved,1597309,NSAP,Low,Online,5.01,10
Cachar,D007,1943,2364631,REQ01077,2018-08-04,2018,12732,5958,Rejected,867704,NSAP,Low,Offline,2.89,2
Lakhimpur,D018,3313,2799485,REQ01078,2022-09-27,2022,45426,45426,Approved,1840237,NRLM,Low,Offline,5.14,5
Kokrajhar,D017,2418,1907802,REQ01079,2020-03-10,2020,46947,46947,Approved,749037,NSAP,Middle,Online,9.0,21
Morigaon,D019,543,743910,REQ01080,2021-05-30,2021,30984,30984,Approved,776972,MGNREGA,Middle,CSC,7.7,29
Karimganj,D016,2484,3522312,REQ01081,2019-08-17,2019,14747,14747,Approved,238304,MGNREGA,BPL,CSC,5.3,24
Morigaon,D019,935,1116390,REQ01082,2019-08-28,2019,25677,25677,Approved,602853,MGNREGA,Low,Online,5.3,23
Karimganj,D016,1571,2304657,REQ01083,2018-08-03,2018,8690,8690,Approved,2019578,NRLM,Middle,CSC,5.36,10
Goalpara,D013,2107,1125138,REQ01084,2019-05-02,2019,16784,16784,Approved,923462,NSAP,Low,Offline,10.0,42
Goalpara,D013,834,1080864,REQ01085,2023-03-15,2023,43618,43618,Approved,2066961,NRLM,Low,CSC,6.76,24
Kamrup,D001,1083,670377,REQ01086,2018-12-05,2018,8998,8998,Approved,296581,PMGSY,Low,Online,6.86,38
Morigaon,D019,4790,4746890,REQ01087,2021-01-26,2021,46464,46464,Approved,959574,PMAY,Middle,CSC,8.06,25
Karimganj,D016,3652,2939860,REQ01088,2019-05-28,2019,7516,7516,Approved,2454484,PMAY,Low,CSC,6.48,12
Goalpara,D013,261,235683,REQ01089,2023-12-12,2023,33018,33018,Approved,2460653,PMGSY,BPL,CSC,5.48,46
Sonitpur,D004,1799,2676912,REQ01090,2019-04-26,2019,12840,12840,Approved,2075830,MGNREGA,Middle,Online,5.61,52
Bongaigaon,D011,1107,597780,REQ01091,2019-06-12,2019,38688,38688,Approved,1276931,MGNREGA,BPL,Online,5.86,55
Dibrugarh,D002,793,497211,REQ01092,2023-09-05,2023,20567,20567,Approved,1974405,PMGSY,Low,Online,5.93,43
Kamrup,D001,2134,1722138,REQ01093,2018-07-09,2018,35042,35042,Approved,786594,PMGSY,Low,Offline,7.46,37
Karimganj,D016,2663,2756205,REQ01094,2021-12-13,2021,40726,40726,Approved,615274,PMGSY,Middle,Online,6.1,43
Dibrugarh,D002,2042,1096554,REQ01095,2020-02-10,2020,10284,10284,Approved,1106137,MGNREGA,Low,Online,7.47,38
Dhemaji,D012,2372,1496732,REQ01096,2022-09-25,2022,5873,5873,Approved,1801311,NRLM,Middle,Offline,5.84,42
Barpeta,D006,3377,3265559,REQ01097,2018-12-08,2018,17657,17657,Approved,800808,NSAP,Middle,CSC,6.16,35
Cachar,D007,678,775632,REQ01098,2021-01-08,2021,42492,21154,Rejected,1760877,MGNREGA,Middle,CSC,2.0,37
Kokrajhar,D017,1443,1340547,REQ01099,2019-09-21,2019,21732,21732,Approved,1238080,NSAP,Low,Online,7.83,5
Golaghat,D009,1120,1169280,REQ01100,2019-03-27,2019,45825,45825,Approved,1581425,NSAP,Middle,Online,6.69,41
Nagaon,D003,3072,4396032,REQ01101,2021-09-28,2021,18907,18907,Approved,241369,MGNREGA,BPL,Offline,8.0,7
Goalpara,D013,1920,1703040,REQ01102,2019-03-07,2019,9093,4312,Rejected,2253609,NRLM,BPL,CSC,1.0,7
Kokrajhar,D017,2958,3599886,REQ01103,2021-03-01,2021,37145,37145,Approved,401172,PMGSY,Low,Online,10.0,11
Bongaigaon,D011,3291,2254335,REQ01104,2021-11-14,2021,49581,49581,Approved,1888841,PMGSY,Middle,CSC,5.72,31
Morigaon,D019,1145,875925,REQ01105,2018-02-08,2018,46000,46000,Approved,730027,MGNREGA,Middle,CSC,8.22,10
Goalpara,D013,4749,5950497,REQ01106,2020-12-31,2020,4464,1516,Rejected,1954241,MGNREGA,Middle,CSC,3.92,46
Karbi Anglong,D015,1599,1517451,REQ01107,2021-12-20,2021,31714,31714,Approved,1994176,NRLM,Middle,Offline,7.23,34
Jorhat,D008,2600,2990000,REQ01108,2018-12-23,2018,21031,5123,Rejected,533341,PMAY,Low,CSC,3.89,5
Jorhat,D008,867,580023,REQ01109,2018-08-24,2018,6543,1170,Rejected,244856,PMGSY,Middle,Offline,4.75,28
Kokrajhar,D017,1217,1206047,REQ01110,2023-08-02,2023,34751,34751,Approved,722994,PMGSY,Middle,CSC,9.83,26
Kamrup,D001,1657,2372824,REQ01111,2018-01-30,2018,47803,47803,Approved,1647289,PMGSY,Low,CSC,5.62,16
Kokrajhar,D017,446,499966,REQ01112,2023-01-12,2023,12044,12044,Approved,933223,PMGSY,Middle,Online,6.43,5
Dhemaji,D012,1192,1222992,REQ01113,2021-12-18,2021,4336,4336,Approved,915061,NSAP,Low,Offline,7.74,24
Sonitpur,D004,2868,4115580,REQ01114,2020-10-20,2020,36331,36331,Approved,2226371,NRLM,BPL,Offline,6.99,19
Golaghat,D009,1845,926190,REQ01115,2022-06-01,2022,15251,15251,Approved,2142201,PMGSY,Low,Online,6.3,58
Nalbari,D020,4099,2287242,REQ01116,2021-12-28,2021,1386,1386,Approved,1451373,NSAP,Middle,Offline,6.73,23
Sonitpur,D004,142,121836,REQ01117,2020-02-02,2020,27349,27349,Approved,2006922,PMAY,Low,Online,10.0,32
Cachar,D007,794,826554,REQ01118,2023-10-08,2023,11073,11073,Approved,228984,PMAY,Low,Offline,5.88,10
Golaghat,D009,1952,1914912,REQ01119,2022-06-08,2022,25530,25530,Approved,964126,NRLM,Low,Offline,6.4,35
Golaghat,D009,990,939510,REQ01120,2022-12-05,2022,11605,11605,Approved,2020160,NRLM,BPL,CSC,8.1,1
Dhemaji,D012,1725,1057425,REQ01121,2020-02-16,2020,19671,19671,Approved,1966035,MGNREGA,BPL,Offline,8.21,48
Bongaigaon,D011,358,237712,REQ01122,2020-03-26,2020,32411,32411,Approved,1966201,NRLM,Middle,Online,8.37,32
Lakhimpur,D018,4159,5485721,REQ01123,2019-06-06,2019,22291,22291,Approved,1830948,PMGSY,Low,CSC,7.28,9
Sonitpur,D004,983,1288713,REQ01124,2018-03-28,2018,9265,2819,Rejected,1191973,PMGSY,BPL,Online,3.71,4
Bongaigaon,D011,3619,5424881,REQ01125,2018-02-02,2018,29464,29464,Approved,2238134,NRLM,Low,Offline,9.27,6
Hailakandi,D014,2129,2410028,REQ01126,2019-09-17,2019,48792,6123,Rejected,682428,MGNREGA,Middle,Offline,3.71,56
Golaghat,D009,2126,2512932,REQ01127,2022-10-24,2022,14003,14003,Approved,2306941,PMAY,Low,CSC,6.61,40
Barpeta,D006,1645,2261875,REQ01128,2019-09-02,2019,16032,1083,Rejected,1348658,NSAP,BPL,Online,4.49,13
Tinsukia,D005,3592,1860656,REQ01129,2020-03-28,2020,6959,6959,Approved,2401888,NSAP,BPL,Offline,5.87,20
Jorhat,D008,1916,1617104,REQ01130,2022-10-12,2022,32404,32404,Approved,416658,PMGSY,BPL,Offline,6.66,20
Sonitpur,D004,2305,2009960,REQ01131,2021-02-23,2021,24004,24004,Approved,1541509,NSAP,Middle,Online,6.64,58
Dibrugarh,D002,1588,859108,REQ01132,2018-01-03,2018,4416,4416,Approved,1396706,NRLM,Middle,Online,6.84,31
Golaghat,D009,925,870425,REQ01133,2020-01-28,2020,17532,17532,Approved,1476564,NRLM,Low,Offline,9.23,8
Sonitpur,D004,211,252989,REQ01134,2019-06-18,2019,22706,22706,Approved,2418208,NRLM,Low,CSC,6.91,39
Dhemaji,D012,2051,2389415,REQ01135,2021-02-04,2021,14764,14764,Approved,646129,NSAP,Middle,Online,5.51,9
Nalbari,D020,1085,588070,REQ01136,2020-02-20,2020,13643,13643,Approved,514067,NSAP,Middle,Online,7.93,35
Nalbari,D020,2909,2350472,REQ01137,2023-04-27,2023,14238,14238,Approved,736166,MGNREGA,Middle,Online,8.38,13
Hailakandi,D014,4609,5659852,REQ01138,2020-10-31,2020,37722,11993,Rejected,692532,NSAP,Low,CSC,3.54,59
Hailakandi,D014,654,650076,REQ01139,2022-09-13,2022,35325,35325,Approved,1349862,PMAY,Middle,Online,7.19,45
Tinsukia,D005,2472,1349712,REQ01140,2018-09-07,2018,46469,46469,Approved,2433340,NSAP,BPL,Offline,7.4,56
Kokrajhar,D017,714,477666,REQ01141,2022-11-29,2022,34376,34376,Approved,1881282,PMGSY,Low,Offline,5.4,39
Golaghat,D009,1795,1234960,REQ01142,2018-01-15,2018,11485,11485,Approved,237167,MGNREGA,Middle,CSC,8.75,57
Kokrajhar,D017,3830,3887450,REQ01143,2023-11-21,2023,17962,17962,Approved,1326232,MGNREGA,Low,Offline,5.7,36
Sonitpur,D004,1501,1094229,REQ01144,2018-07-06,2018,35967,35967,Approved,821341,NRLM,BPL,Online,6.25,57
Golaghat,D009,1189,922664,REQ01145,2018-07-31,2018,43101,43101,Approved,687314,MGNREGA,BPL,CSC,5.65,1
Dhemaji,D012,3123,2598336,REQ01146,2018-12-07,2018,47233,47233,Approved,760407,NRLM,Middle,CSC,6.03,27
Nalbari,D020,2515,2092480,REQ01147,2018-08-23,2018,42022,11648,Rejected,1373104,MGNREGA,BPL,CSC,3.81,12
Golaghat,D009,228,239400,REQ01148,2019-03-12,2019,48356,22548,Rejected,1279383,NSAP,Middle,CSC,3.12,56
Nalbari,D020,4612,3279132,REQ01149,2022-12-17,2022,15459,15459,Approved,1858693,NRLM,Low,Online,9.19,10
Karbi Anglong,D015,1998,2491506,REQ01150,2022-11-13,2022,25159,7848,Rejected,961322,PMAY,BPL,Offline,4.31,30
Barpeta,D006,1542,1068606,REQ01151,2023-07-03,2023,48807,21219,Rejected,1500906,NRLM,BPL,Online,4.02,11
Barpeta,D006,3329,4004787,REQ01152,2020-02-09,2020,5551,295,Rejected,2108509,NSAP,BPL,Online,1.69,59
Goalpara,D013,921,1142961,REQ01153,2023-11-28,2023,9997,96,Rejected,1784923,PMGSY,Middle,Online,4.72,25
Kamrup,D001,1001,1347346,REQ01154,2018-02-25,2018,43236,4331,Rejected,1322632,MGNREGA,BPL,Online,3.35,10
Nalbari,D020,210,275310,REQ01155,2018-02-08,2018,7969,7969,Approved,556369,NRLM,Middle,CSC,9.28,13
Tinsukia,D005,4035,5152695,REQ01156,2022-12-25,2022,11691,11691,Approved,848075,NRLM,Low,Offline,8.02,16
Dibrugarh,D002,4552,5498816,REQ01157,2020-12-31,2020,42122,4032,Rejected,631238,PMAY,Middle,Online,4.62,35
Darrang,D010,940,961620,REQ01158,2022-08-29,2022,10295,10295,Approved,1150744,MGNREGA,BPL,Online,10.0,28
Goalpara,D013,1307,1125327,REQ01159,2021-03-20,2021,15803,15803,Approved,671476,NSAP,Middle,CSC,7.96,32
Barpeta,D006,1002,730458,REQ01160,2019-02-21,2019,19468,19468,Approved,1599743,PMAY,Low,CSC,5.35,8
Dhemaji,D012,794,1125098,REQ01161,2018-06-27,2018,40616,5834,Rejected,1604437,NSAP,BPL,CSC,1.0,39
Barpeta,D006,3583,2339699,REQ01162,2021-05-20,2021,41944,41944,Approved,1337047,NRLM,Low,Online,10.0,59
Karimganj,D016,3123,4543965,REQ01163,2020-12-23,2020,47616,71,Rejected,814839,MGNREGA,BPL,CSC,3.22,21
Tinsukia,D005,3299,3157143,REQ01164,2023-05-14,2023,5411,2366,Rejected,1368013,NSAP,BPL,CSC,2.71,10
Nagaon,D003,2746,1729980,REQ01165,2020-01-15,2020,26232,26232,Approved,1977680,NRLM,Low,Offline,8.05,31
Hailakandi,D014,2831,1814671,REQ01166,2020-10-04,2020,26112,26112,Approved,2459669,PMGSY,Low,Offline,10.0,35
Karimganj,D016,4462,4680638,REQ01167,2020-07-31,2020,26206,26206,Approved,1969328,PMGSY,BPL,CSC,8.77,34
Morigaon,D019,1896,2311224,REQ01168,2018-12-24,2018,16413,16413,Approved,271951,PMAY,Low,Online,7.13,24
Lakhimpur,D018,3982,5893360,REQ01169,2019-07-02,2019,8219,8219,Approved,784473,NRLM,BPL,Offline,7.19,19
Karbi Anglong,D015,1280,1734400,REQ01170,2022-09-21,2022,16892,16892,Approved,777980,MGNREGA,BPL,Online,7.71,8
Tinsukia,D005,3192,3990000,REQ01171,2018-04-18,2018,46621,46621,Approved,644637,NRLM,Low,Online,7.52,43
Morigaon,D019,704,695552,REQ01172,2019-10-10,2019,2978,2978,Approved,531321,NRLM,BPL,Online,6.56,16
Nagaon,D003,202,218564,REQ01173,2022-09-02,2022,10811,10811,Approved,787673,NSAP,BPL,CSC,6.21,48
Kokrajhar,D017,2553,2504493,REQ01174,2022-08-13,2022,48353,48353,Approved,255404,NSAP,Low,CSC,5.87,19
Sonitpur,D004,1377,772497,REQ01175,2018-05-12,2018,40595,16491,Rejected,1862583,MGNREGA,BPL,Online,4.49,54
Hailakandi,D014,3821,4077007,REQ01176,2020-11-22,2020,38490,38490,Approved,1153427,NRLM,Middle,CSC,5.44,28
Barpeta,D006,2326,3479696,REQ01177,2019-01-12,2019,35177,4100,Rejected,434867,MGNREGA,Low,Offline,2.61,15
Goalpara,D013,1604,2152568,REQ01178,2018-11-13,2018,46378,46378,Approved,1899112,NSAP,Low,Offline,5.8,53
Goalpara,D013,1450,804750,REQ01179,2022-03-02,2022,43378,6380,Rejected,637885,NRLM,Low,Online,4.02,5
Dhemaji,D012,2848,1503744,REQ01180,2020-09-08,2020,19494,8873,Rejected,1088814,PMAY,BPL,Online,3.79,39
Kamrup,D001,2632,1821344,REQ01181,2020-04-06,2020,42837,42837,Approved,556680,MGNREGA,BPL,Offline,6.36,37
Morigaon,D019,467,502959,REQ01182,2023-06-05,2023,3993,3993,Approved,1494382,NRLM,BPL,Online,8.78,1
Dhemaji,D012,2413,3573653,REQ01183,2022-06-19,2022,33782,33782,Approved,1692489,NRLM,BPL,Offline,7.84,9
Sonitpur,D004,2814,2580438,REQ01184,2023-08-25,2023,7619,3307,Rejected,1802692,MGNREGA,Middle,Online,2.86,31
Morigaon,D019,406,323582,REQ01185,2019-10-23,2019,10931,3793,Rejected,591290,PMAY,Middle,CSC,4.02,46
Jorhat,D008,1866,2474316,REQ01186,2019-07-31,2019,48091,48091,Approved,2394825,PMGSY,BPL,CSC,7.88,60
Bongaigaon,D011,3765,4909560,REQ01187,2019-06-22,2019,23218,5903,Rejected,367826,PMGSY,Low,Offline,4.04,58
Goalpara,D013,2058,1467354,REQ01188,2018-11-04,2018,10987,10987,Approved,262670,NSAP,Middle,Online,5.55,10
Darrang,D010,4582,6359816,REQ01189,2018-12-24,2018,33696,33696,Approved,911847,NSAP,BPL,Offline,7.1,60
Darrang,D010,1422,809118,REQ01190,2021-02-21,2021,38782,11579,Rejected,951561,PMAY,Low,Online,4.06,46
Karbi Anglong,D015,2213,2177592,REQ01191,2020-11-14,2020,29969,29969,Approved,2247906,MGNREGA,Middle,Online,6.21,3
Dhemaji,D012,2448,2227680,REQ01192,2022-08-03,2022,41611,4226,Rejected,2349493,NSAP,Middle,Offline,3.33,55
Nalbari,D020,2669,2354058,REQ01193,2018-12-08,2018,45708,16578,Rejected,378994,NSAP,Low,Offline,4.8,40
Dibrugarh,D002,2105,2559680,REQ01194,2018-02-02,2018,11129,11129,Approved,863563,NRLM,BPL,Offline,6.64,37
Goalpara,D013,697,507416,REQ01195,2022-05-10,2022,31295,1531,Rejected,2164984,NRLM,Middle,Offline,2.81,42
Lakhimpur,D018,3908,2387788,REQ01196,2018-12-18,2018,12814,12814,Approved,2016613,PMAY,Middle,Offline,6.88,13
Goalpara,D013,2792,1580272,REQ01197,2021-07-23,2021,23441,23441,Approved,2197409,NSAP,Middle,Online,5.96,8
Golaghat,D009,3823,2060597,REQ01198,2019-09-30,2019,31799,31799,Approved,331379,MGNREGA,BPL,Offline,7.1,39
Goalpara,D013,611,890838,REQ01199,2022-01-20,2022,29187,29187,Approved,1087065,MGNREGA,Low,Online,6.45,56
Kamrup,D001,3564,2765664,REQ01200,2020-10-29,2020,42660,42660,Approved,490493,PMAY,BPL,Online,8.73,18
